timestamp,edges_intersection_rate,matched_paths,total_paths
20200720,0.9997695922880387,16406260,16410041
20200722,0.9989327759774715,16392350,16409863
20200727,0.9919265944959137,16301402,16434081
20200728,0.9988965171016393,16395373,16413485
20200729,0.999653130242318,16418335,16424032
20200730,0.9988180767285689,16404666,16424078
20200802,0.9959909825437576,16347696,16413498
20200803,0.9997126193454244,16398617,16403331
20200805,0.9954093467151939,16326510,16401805
20200810,0.9971520718447319,16365541,16412282
20200811,0.9966347940261756,16345291,16400482
20200812,0.9991726411721776,16386812,16400381
20200813,0.9986539919762678,16378273,16400348
20200816,0.9959287680451495,16332448,16399213
20200817,0.9982333195386633,16383141,16412136
20200819,0.996802926907507,16370017,16422521
20200824,0.9929573842272899,16311304,16426993
20200825,0.9951891258058185,16343580,16422587
20200826,0.9957629295239936,16341568,16411103
20200827,0.9983059448189491,16393724,16421543
20200830,0.9843760009723819,16164962,16421532
20200831,0.9992532824767637,17468791,17481845
20200902,0.9843092398940859,16142015,16399333
20200907,0.9970085945702934,16339926,16388952
20200908,0.9961782039960894,16339550,16402236
20200909,0.9999205471163323,17480670,17482059
20200910,0.9999125965277826,17480615,17482143
20200913,0.9944116573964623,17407899,17505727
20200914,0.9976571348794316,17464902,17505916
20200916,0.997417630932584,17460425,17505631
20200921,0.9897305016847415,16242589,16411123
20200922,0.9892417073887114,16193404,16369512
20200923,0.9974904416248499,16328334,16369414
20200924,0.9997774096564649,16376220,16379866
20200927,0.9970896186467582,16332312,16379984
20200928,0.9984297664940915,17443217,17470650
20200930,0.9931178336166988,17350137,17470371
20201005,0.996672759898707,16343415,16397975
20201006,0.9988589076653678,16390990,16409715
20201007,0.9990631185343357,16394386,16409760
20201008,0.9986308169180766,16387317,16409785
20201011,0.997913810018258,16375585,16409819
20201012,0.9990504056323982,16385113,16400687
20201014,0.9969261045178086,16360652,16411098
20201019,0.9960820496721372,16346834,16411132
20201020,0.9984107176243626,17456833,17484621
20201021,0.9990968994042053,17462888,17478673
20201022,0.9964012460520401,17421740,17484663
20201025,0.9924609882392537,17362577,17494468
20201026,0.9973500233396007,17443241,17489588
20201102,0.894857130260441,14694925,16421532
20201103,0.9918856021384582,16277910,16411076
20201104,0.9979763032981744,16367489,16400679
20201105,0.9654245854881741,15843691,16411112
20201108,0.9896572333160225,16196183,16365447
20201109,0.9989940956539038,16339973,16356426
20201117,0.993096613657386,16241968,16354872
20201118,0.998749900831794,18518550,18541729
20201119,0.9990137391045191,18523460,18541747
20201122,0.9955037041903787,18470294,18553717
20201123,0.9984666101033428,18514795,18543229
20201201,0.9759528877743041,18107825,18553995
20201202,0.9989233591459366,19622356,19643505
20201203,0.9986237300039339,19605030,19632049
20201206,0.9954076984330568,18455667,18540812
20201207,0.9988836249421934,19610374,19632291
20201215,0.9913687998649457,18404161,18564394
20201216,0.9987236714014598,19645377,19670483
